listing_id,neighborhood,room_type,stay_nights
5072,Brooklyn,Private room,9.07
40280,Manhattan,Entire home,3.82
95083,Bronx,Entire home,1
35425,Bronx,Entire home,2.3
72065,Staten Island,Private room,3.6
62564,Queens,Private room,4.13
80286,Staten Island,Entire home,2.24
79149,Bronx,Entire home,8.62
56094,Queens,Private room,2.65
79953,Brooklyn,Entire home,3.39
42996,Manhattan,Entire home,3.77
42364,Bronx,Private room,1.88
84149,Manhattan,Entire home,4.12
59514,Queens,Entire home,5.98
69777,Queens,Private room,1.74
27285,Manhattan,Private room,2.53
78909,Manhattan,Entire home,7.05
87666,Brooklyn,Entire home,6.93
58233,Queens,Private room,3.74
88187,Manhattan,Private room,3.55
9362,Bronx,Private room,6.98
51758,Brooklyn,Shared room,5.19
56834,Bronx,Private room,5.78
90625,Staten Island,Private room,1
33184,Manhattan,Entire home,6.32
72514,Brooklyn,Entire home,1
31146,Manhattan,Entire home,3.62
2932,Staten Island,Private room,5.39
69479,Manhattan,Private room,1.33
34508,Queens,Private room,1
78389,Brooklyn,Private room,5.77
68227,Staten Island,Entire home,4.24
27413,Bronx,Entire home,4.75
79921,Bronx,Entire home,2.46
80424,Manhattan,Entire home,3.21
12012,Brooklyn,Shared room,2.56
13748,Bronx,Shared room,3.66
53382,Staten Island,Entire home,2.71
6946,Brooklyn,Private room,4.25
21330,Queens,Private room,1.3
84862,Staten Island,Private room,1.56
34812,Bronx,Entire home,5.9
86300,Staten Island,Entire home,1.42
83872,Queens,Private room,4.3
26161,Staten Island,Shared room,3.55
77511,Bronx,Entire home,5.37
45175,Staten Island,Entire home,6.52
4326,Staten Island,Private room,1
73151,Staten Island,Shared room,1.59
79881,Queens,Entire home,2.15
33999,Manhattan,Entire home,4.31
21264,Staten Island,Private room,1
93446,Manhattan,Entire home,3.66
89230,Brooklyn,Private room,3.79
8646,Bronx,Entire home,4.99
62727,Staten Island,Entire home,5.73
40937,Manhattan,Entire home,10.05
1935,Queens,Private room,1
13209,Manhattan,Private room,6.02
38850,Brooklyn,Private room,5.63
2372,Manhattan,Entire home,4.36
50304,Staten Island,Private room,3.9
32784,Manhattan,Entire home,7.07
86780,Queens,Entire home,4.38
98944,Staten Island,Private room,2.3
89735,Manhattan,Entire home,3.46
55264,Bronx,Private room,4.39
95251,Bronx,Shared room,3.37
3773,Brooklyn,Entire home,2.22
93632,Brooklyn,Entire home,5.77
53746,Queens,Private room,6.12
79110,Queens,Private room,5.48
5199,Bronx,Entire home,7.5
12852,Staten Island,Private room,2.52
73505,Bronx,Entire home,9.37
70944,Manhattan,Entire home,3.22
91861,Brooklyn,Entire home,7.37
87855,Staten Island,Private room,4.12
54745,Staten Island,Private room,4.82
25207,Brooklyn,Entire home,3.61
1017,Queens,Entire home,1.86
50812,Queens,Private room,1.92
29732,Bronx,Private room,4.48
40318,Brooklyn,Entire home,3.92
47060,Brooklyn,Private room,5.06
86204,Bronx,Entire home,4.99
64766,Manhattan,Entire home,3.0
77718,Brooklyn,Private room,5.88
80903,Bronx,Private room,3.65
38451,Bronx,Entire home,3.36
48602,Queens,Private room,1
7919,Bronx,Private room,5.15
94949,Manhattan,Entire home,1.34
23373,Bronx,Entire home,6.99
12717,Manhattan,Private room,5.85
41007,Bronx,Entire home,2.23
45226,Manhattan,Shared room,4.58
11871,Manhattan,Entire home,4.38
50960,Staten Island,Entire home,6.15
60790,Queens,Entire home,9.3
19706,Staten Island,Private room,3.85
65484,Manhattan,Entire home,4.33
48364,Manhattan,Entire home,5.15
16092,Queens,Private room,2.03
33063,Staten Island,Entire home,7.25
45118,Brooklyn,Private room,2.36
85447,Queens,Entire home,5.74
45660,Brooklyn,Private room,2.36
85710,Queens,Entire home,2.77
20380,Manhattan,Entire home,5.19
77741,Manhattan,Private room,4.51
55024,Brooklyn,Entire home,2.69
67912,Staten Island,Private room,4.05
58161,Staten Island,Entire home,4.2
40447,Bronx,Entire home,3.83
22022,Staten Island,Entire home,3.32
98534,Brooklyn,Private room,3.56
47124,Manhattan,Entire home,1
5534,Staten Island,Entire home,3.34
19056,Bronx,Private room,4.46
75809,Staten Island,Private room,4.14
26284,Staten Island,Private room,3.51
72791,Staten Island,Entire home,2.1
96616,Brooklyn,Private room,6.15
77513,Manhattan,Private room,3.76
61041,Staten Island,Shared room,1
31569,Brooklyn,Entire home,6.74
13518,Bronx,Entire home,5.13
89771,Bronx,Private room,1
28894,Bronx,Entire home,1
49300,Bronx,Entire home,3.08
55134,Bronx,Entire home,3.9
49033,Queens,Entire home,4.08
20608,Queens,Entire home,3.71
47153,Manhattan,Entire home,1.35
58993,Staten Island,Private room,2.66
47560,Brooklyn,Private room,3.33
26450,Brooklyn,Entire home,7.24
12189,Brooklyn,Entire home,3.91
79805,Staten Island,Entire home,3.14
97619,Queens,Entire home,1
25567,Manhattan,Entire home,3.85
44370,Queens,Entire home,6.44
64977,Brooklyn,Private room,1
94455,Staten Island,Entire home,7.87
40720,Staten Island,Entire home,5.74
22272,Bronx,Entire home,5.73
56905,Brooklyn,Entire home,1
28881,Bronx,Entire home,4.73
34964,Bronx,Entire home,1.84
35459,Bronx,Private room,4.76
16194,Staten Island,Entire home,6.28
85649,Manhattan,Private room,5.23
97393,Staten Island,Private room,5.61
6893,Bronx,Entire home,2.53
94117,Queens,Entire home,7.57
2808,Queens,Private room,1.53
27482,Bronx,Entire home,3.0
16993,Queens,Entire home,3.28
30128,Manhattan,Private room,3.14
4128,Bronx,Entire home,8.14
92512,Brooklyn,Private room,1.39
83874,Manhattan,Entire home,1.37
27087,Staten Island,Private room,5.79
50145,Queens,Entire home,2.69
37907,Manhattan,Shared room,1
66708,Queens,Private room,3.75
13270,Brooklyn,Entire home,3.84
77653,Staten Island,Entire home,9.35
49562,Manhattan,Private room,1.62
20641,Queens,Entire home,5.43
7081,Brooklyn,Entire home,1.5
59721,Brooklyn,Entire home,7.64
22644,Bronx,Entire home,1
99132,Bronx,Private room,3.68
19967,Bronx,Entire home,8.89
30246,Queens,Entire home,4.32
96169,Staten Island,Entire home,1.52
10128,Staten Island,Private room,3.23
45718,Queens,Shared room,1
35846,Bronx,Entire home,5.3
26115,Staten Island,Private room,6.14
4810,Manhattan,Private room,4.83
31867,Manhattan,Private room,3.42
25210,Manhattan,Private room,5.87
98665,Queens,Private room,2.11
53529,Brooklyn,Private room,1
43474,Queens,Private room,1.89
11033,Staten Island,Entire home,3.67
90855,Staten Island,Private room,4.71
48636,Brooklyn,Private room,5.6
83941,Bronx,Entire home,1
1368,Brooklyn,Private room,3.25
65684,Queens,Entire home,2.38
42301,Manhattan,Entire home,8.69
60417,Bronx,Entire home,7.59
83908,Manhattan,Private room,3.66
73111,Queens,Shared room,4.09
62709,Staten Island,Entire home,3.78
97759,Manhattan,Shared room,1.91
80530,Queens,Private room,1.65
93775,Bronx,Shared room,1.26
3374,Staten Island,Entire home,10.21
27191,Queens,Private room,1
7776,Staten Island,Private room,4.96
46666,Bronx,Entire home,6.4
61019,Bronx,Private room,1
23367,Manhattan,Private room,3.42
15882,Manhattan,Private room,5.31
96821,Bronx,Entire home,4.96
18338,Staten Island,Entire home,6.49
91242,Staten Island,Entire home,2.23
9440,Bronx,Entire home,1.15
45397,Staten Island,Private room,3.67
16225,Bronx,Entire home,8.32
50737,Brooklyn,Entire home,2.89
14097,Manhattan,Private room,7.2
28296,Bronx,Private room,6.21
40272,Brooklyn,Entire home,4.86
57431,Queens,Entire home,9.36
89160,Staten Island,Entire home,6.31
6660,Brooklyn,Entire home,1.41
6426,Queens,Entire home,3.57
34773,Queens,Entire home,8.87
61564,Queens,Entire home,2.07
49891,Manhattan,Entire home,1
50125,Staten Island,Shared room,2.59
22448,Manhattan,Shared room,3.39
99398,Brooklyn,Shared room,4.15
33183,Staten Island,Private room,4.55
44060,Bronx,Entire home,1.57
32025,Staten Island,Entire home,1.47
50998,Staten Island,Entire home,1
9987,Manhattan,Entire home,7.88
98617,Brooklyn,Entire home,4.21
34609,Manhattan,Entire home,5.83
74739,Manhattan,Private room,4.93
45895,Brooklyn,Private room,5.89
69047,Queens,Private room,5.02
88492,Bronx,Entire home,4.56
48357,Manhattan,Private room,5.12
76504,Staten Island,Private room,3.27
52213,Bronx,Private room,1
24034,Queens,Private room,5.06
72519,Queens,Shared room,3.16
28256,Staten Island,Shared room,3.76
6996,Queens,Entire home,3.25
82546,Bronx,Entire home,8.61
12100,Bronx,Entire home,2.96
66320,Manhattan,Entire home,1
97678,Staten Island,Entire home,2.25
25026,Staten Island,Entire home,7.43
95176,Brooklyn,Entire home,6.08
2408,Manhattan,Shared room,3.98
63846,Queens,Entire home,7.37
58771,Manhattan,Entire home,9.23
19265,Manhattan,Entire home,1
91159,Queens,Private room,3.64
50382,Queens,Entire home,6.0
32036,Brooklyn,Entire home,1.11
47504,Manhattan,Entire home,5.04
39575,Queens,Entire home,5.45
74113,Staten Island,Private room,4.32
78737,Bronx,Shared room,1.95
15749,Staten Island,Entire home,6.15
67675,Queens,Private room,3.25
98642,Queens,Entire home,7.36
25318,Bronx,Entire home,1
5620,Manhattan,Private room,2.68
60787,Manhattan,Private room,4.55
51113,Bronx,Entire home,3.7
86408,Manhattan,Private room,5.18
69386,Manhattan,Entire home,3.12
18770,Brooklyn,Private room,5.81
77681,Manhattan,Entire home,2.66
43032,Bronx,Private room,7.61
72135,Bronx,Entire home,2.73
33740,Bronx,Private room,4.84
66245,Manhattan,Private room,5.06
40758,Brooklyn,Private room,1
82999,Staten Island,Private room,1
43811,Manhattan,Private room,1
86299,Manhattan,Entire home,6.6
12707,Staten Island,Entire home,4.22
41497,Brooklyn,Private room,5.25
83074,Staten Island,Private room,4.14
65992,Queens,Private room,1
20993,Brooklyn,Private room,5.86
77671,Staten Island,Entire home,4.07
74652,Staten Island,Private room,3.78
7547,Staten Island,Entire home,5.83
61158,Brooklyn,Private room,4.69
24197,Manhattan,Entire home,4.72
69555,Brooklyn,Entire home,3.64
89262,Bronx,Private room,2.54
25766,Queens,Entire home,5.09
96757,Queens,Private room,3.99
1787,Manhattan,Entire home,4.08
35835,Bronx,Private room,4.07
66545,Brooklyn,Shared room,2.4
78293,Manhattan,Entire home,6.19
45302,Staten Island,Private room,5.57
52886,Queens,Private room,4.86
27682,Brooklyn,Entire home,6.52
75609,Bronx,Private room,6.19
73049,Manhattan,Entire home,5.48
30365,Queens,Shared room,7.17
2250,Queens,Private room,2.67
19405,Brooklyn,Entire home,1
67390,Manhattan,Private room,1.59
50532,Brooklyn,Entire home,7.64
49639,Manhattan,Entire home,4.02
36454,Queens,Private room,1.25
60237,Staten Island,Private room,1
11405,Bronx,Entire home,5.01
14447,Queens,Private room,3.36
33012,Staten Island,Private room,1
12197,Brooklyn,Entire home,1.92
66578,Manhattan,Shared room,1.56
56927,Manhattan,Entire home,4.45
37331,Queens,Private room,1
7383,Manhattan,Entire home,3.8
85276,Bronx,Entire home,6.44
27303,Bronx,Private room,2.47
71704,Bronx,Private room,4.76
33751,Manhattan,Shared room,2.88
39324,Manhattan,Private room,2.55
9446,Manhattan,Entire home,5.05
11439,Queens,Entire home,5.08
90188,Queens,Private room,1
76527,Brooklyn,Private room,3.48
73665,Bronx,Private room,2.34
94820,Bronx,Shared room,2.51
23301,Staten Island,Private room,4.93
9417,Queens,Entire home,4.02
55493,Bronx,Entire home,6.22
22018,Brooklyn,Entire home,6.37
90712,Queens,Entire home,4.02
92922,Bronx,Entire home,4.16
30543,Staten Island,Shared room,4.13
43298,Manhattan,Shared room,1
34865,Queens,Private room,3.61
22246,Bronx,Entire home,5.46
79482,Staten Island,Entire home,3.98
70637,Bronx,Entire home,8.31
18842,Manhattan,Entire home,5.47
95282,Staten Island,Entire home,6.14
62976,Staten Island,Entire home,1
90107,Brooklyn,Private room,2.04
51313,Staten Island,Entire home,5.07
74457,Brooklyn,Entire home,1.23
93360,Queens,Private room,3.64
52342,Brooklyn,Private room,4.05
31319,Brooklyn,Shared room,1
10906,Manhattan,Entire home,1
74251,Brooklyn,Entire home,8.79
42727,Queens,Entire home,2.34
62214,Queens,Private room,2.07
28006,Staten Island,Entire home,3.96
91606,Brooklyn,Entire home,1
75530,Queens,Entire home,5.35
57715,Manhattan,Entire home,8.64
4006,Bronx,Private room,5.31
55887,Bronx,Entire home,2.64
70104,Bronx,Entire home,5.71
40460,Bronx,Private room,2.42
43139,Queens,Private room,5.48
51637,Manhattan,Private room,4.02
27418,Queens,Entire home,3.68
79903,Bronx,Entire home,4.95
25738,Manhattan,Private room,4.06
79436,Brooklyn,Entire home,4.84
81295,Staten Island,Entire home,6.82
29114,Queens,Entire home,7.16
62417,Manhattan,Entire home,3.19
32835,Bronx,Private room,3.24
37098,Bronx,Entire home,3.19
36489,Brooklyn,Shared room,1
31967,Staten Island,Private room,3.78
69571,Queens,Private room,2.36
71516,Queens,Entire home,4.53
80713,Bronx,Private room,5.1
26600,Staten Island,Private room,3.51
59763,Brooklyn,Entire home,1.69
25187,Bronx,Private room,2.49
13454,Bronx,Entire home,4.61
1956,Bronx,Entire home,6.52
5116,Queens,Entire home,7.33
98566,Queens,Private room,5.5
24924,Manhattan,Private room,4.91
47847,Manhattan,Private room,1
45433,Brooklyn,Entire home,5.58
40216,Staten Island,Entire home,3.12
46684,Manhattan,Entire home,1.93
4682,Manhattan,Private room,4.59
97018,Staten Island,Entire home,7.47
25222,Brooklyn,Private room,1.49
5939,Queens,Private room,2.78
48081,Queens,Entire home,4.02
83251,Brooklyn,Private room,4.04
26059,Bronx,Private room,4.08
53144,Queens,Private room,1
72210,Staten Island,Private room,1
16586,Bronx,Private room,2.79
42987,Queens,Private room,5.1
82943,Staten Island,Entire home,5.83
19849,Manhattan,Private room,4.75
3392,Staten Island,Entire home,2.71
51955,Brooklyn,Shared room,3.93
19614,Queens,Entire home,5.77
68634,Staten Island,Entire home,4.16
8147,Manhattan,Entire home,8.29
15837,Staten Island,Private room,3.23
9911,Bronx,Entire home,5.69
34541,Brooklyn,Private room,4.48
92524,Brooklyn,Entire home,5.28
40430,Queens,Private room,2.23
84156,Manhattan,Entire home,4.33
24849,Staten Island,Private room,2.38
43303,Staten Island,Shared room,1.08
26206,Manhattan,Entire home,5.78
28081,Queens,Entire home,2.34
28916,Bronx,Private room,4.69
45559,Queens,Private room,4.71
15008,Queens,Shared room,5.08
90692,Queens,Private room,2.58
82785,Manhattan,Entire home,4.65
68039,Staten Island,Entire home,4.28
42053,Manhattan,Private room,2.78
63441,Queens,Entire home,7.57
92697,Brooklyn,Private room,4.94
55847,Queens,Shared room,3.46
43334,Bronx,Shared room,1.76
78420,Bronx,Private room,1.96
25955,Manhattan,Private room,4.22
59740,Bronx,Private room,3.27
45193,Brooklyn,Entire home,4.68
8116,Staten Island,Private room,1
42272,Brooklyn,Entire home,5.0
81199,Staten Island,Entire home,2.24
32977,Staten Island,Private room,1.45
15786,Manhattan,Entire home,5.23
32978,Brooklyn,Entire home,4.31
53520,Queens,Private room,4.53
42883,Queens,Shared room,2.57
70910,Bronx,Private room,3.29
38284,Bronx,Private room,5.49
64480,Brooklyn,Private room,1
54166,Staten Island,Private room,2.07
62781,Brooklyn,Entire home,8.42
89084,Staten Island,Entire home,2.0
92643,Manhattan,Entire home,1
2177,Brooklyn,Private room,4.74
75427,Brooklyn,Entire home,5.2
41865,Queens,Entire home,5.18
5004,Queens,Private room,5.31
81686,Queens,Entire home,2.75
43001,Queens,Entire home,1.76
85680,Queens,Private room,1.2
15177,Bronx,Entire home,3.5
68671,Staten Island,Private room,1.97
78551,Staten Island,Shared room,3.27
2254,Staten Island,Entire home,1
41536,Manhattan,Entire home,1
10718,Staten Island,Private room,2.31
67965,Manhattan,Entire home,6.2
90759,Staten Island,Private room,1.86
56005,Staten Island,Entire home,5.83
60325,Brooklyn,Entire home,5.13
98761,Manhattan,Private room,1.51
84431,Bronx,Entire home,4.85
27874,Queens,Entire home,1.09
78175,Brooklyn,Entire home,5.1
61435,Manhattan,Private room,3.61
83394,Bronx,Entire home,7.56
67151,Queens,Private room,4.45
18158,Queens,Entire home,7.12
92279,Manhattan,Entire home,8.76
12304,Bronx,Entire home,7.23
62294,Bronx,Entire home,5.25
35346,Brooklyn,Entire home,1.76
46278,Brooklyn,Private room,4.56
26483,Brooklyn,Entire home,6.2
67635,Queens,Entire home,7.66
61711,Manhattan,Private room,5.2
98542,Bronx,Entire home,5.08
19480,Queens,Private room,3.78
16043,Manhattan,Private room,1
64043,Bronx,Entire home,3.91
55872,Manhattan,Entire home,8.36
87689,Brooklyn,Private room,2.87
88247,Brooklyn,Private room,3.35
24137,Bronx,Entire home,5.37
72777,Queens,Private room,1.03
22978,Manhattan,Private room,2.58
30293,Brooklyn,Shared room,1
93968,Manhattan,Entire home,3.47
70228,Staten Island,Entire home,5.25
13522,Manhattan,Entire home,3.43
19310,Bronx,Private room,4.8
13147,Bronx,Entire home,1
84542,Brooklyn,Private room,3.81
28479,Bronx,Shared room,1
7898,Manhattan,Entire home,9.28
87527,Staten Island,Entire home,9.68
99026,Brooklyn,Private room,4.99
87747,Manhattan,Entire home,3.87
58467,Staten Island,Entire home,4.57
76274,Queens,Private room,3.7
6805,Manhattan,Entire home,7.35
8519,Bronx,Private room,5.86
57172,Manhattan,Shared room,2.79
24223,Queens,Entire home,4.55
72430,Manhattan,Entire home,1
85185,Queens,Private room,1.88
90978,Brooklyn,Private room,3.53
31108,Brooklyn,Entire home,4.38
63256,Bronx,Private room,5.79
89329,Bronx,Entire home,1
60335,Manhattan,Private room,1
33784,Staten Island,Shared room,3.27
18014,Bronx,Entire home,5.69
84731,Bronx,Private room,1
86532,Queens,Private room,4.17
63817,Bronx,Entire home,1
53639,Queens,Private room,1
37276,Brooklyn,Entire home,3.01
15179,Bronx,Shared room,2.97
63013,Manhattan,Entire home,9.98
50525,Manhattan,Entire home,4.79
23740,Queens,Entire home,7.27
81948,Staten Island,Entire home,1.72
37629,Queens,Entire home,8.17
19925,Bronx,Entire home,1.45
54915,Bronx,Entire home,6.38
77909,Brooklyn,Private room,3.53
92374,Bronx,Private room,3.72
3282,Queens,Private room,1.8
19309,Queens,Private room,1.96
92177,Brooklyn,Entire home,1.59
48154,Brooklyn,Entire home,6.1
82481,Brooklyn,Entire home,7.04
28841,Staten Island,Private room,3.79
84850,Manhattan,Private room,1
59418,Bronx,Private room,4.04
94163,Manhattan,Entire home,2.36
49426,Brooklyn,Entire home,6.74
82559,Brooklyn,Private room,4.94
58546,Brooklyn,Private room,1.27
13354,Bronx,Private room,1
74969,Manhattan,Shared room,5.0
31196,Staten Island,Private room,2.6
4917,Brooklyn,Entire home,4.34
21891,Manhattan,Entire home,3.32
74043,Manhattan,Private room,3.36
92922,Bronx,Entire home,2.75
81271,Queens,Private room,4.23
39101,Manhattan,Private room,2.96
12535,Bronx,Private room,3.41
27857,Manhattan,Entire home,3.1
72991,Bronx,Entire home,2.43
20889,Bronx,Entire home,6.41
99705,Manhattan,Private room,1.86
17504,Manhattan,Entire home,4.85
66541,Staten Island,Entire home,5.33
30048,Staten Island,Entire home,1.9
29515,Staten Island,Private room,2.56
76700,Staten Island,Private room,2.96
69639,Staten Island,Private room,2.62
58231,Brooklyn,Entire home,1
23250,Queens,Entire home,8.29
74162,Bronx,Private room,3.78
55504,Staten Island,Shared room,1
20801,Bronx,Entire home,3.37
37117,Queens,Entire home,4.19
73661,Staten Island,Entire home,1.1
33135,Manhattan,Entire home,1.98
31463,Staten Island,Entire home,3.14
73876,Bronx,Private room,3.41
97114,Queens,Private room,3.66
29074,Manhattan,Private room,3.82
72693,Bronx,Entire home,6.26
5572,Bronx,Entire home,1.17
2270,Staten Island,Entire home,6.91
33730,Manhattan,Private room,5.83
6979,Queens,Private room,3.11
45589,Manhattan,Private room,1.35
11640,Brooklyn,Private room,3.58
53540,Staten Island,Private room,8.75
66222,Brooklyn,Private room,7.9
50063,Staten Island,Private room,5.0
61113,Bronx,Entire home,4.57
88470,Manhattan,Private room,6.01
98195,Manhattan,Entire home,8.02
77305,Staten Island,Private room,4.46
6518,Manhattan,Private room,1
74671,Manhattan,Private room,5.54
8300,Brooklyn,Entire home,5.09
80908,Staten Island,Entire home,6.01
49728,Staten Island,Private room,1.0
45149,Brooklyn,Private room,2.17
74523,Staten Island,Private room,5.9
82640,Manhattan,Entire home,2.8
13691,Manhattan,Entire home,4.94
39740,Bronx,Private room,4.14
35434,Bronx,Private room,3.43
82571,Manhattan,Private room,3.93
48888,Bronx,Private room,3.77
4308,Staten Island,Private room,5.13
72836,Bronx,Entire home,5.98
99311,Staten Island,Entire home,4.56
84186,Brooklyn,Private room,3.28
30368,Staten Island,Private room,6.49
55774,Staten Island,Entire home,4.68
45580,Manhattan,Entire home,5.99
42833,Manhattan,Private room,1.98
63197,Manhattan,Entire home,5.98
97437,Manhattan,Private room,1
12814,Brooklyn,Shared room,1.74
47162,Bronx,Entire home,7.04
30832,Brooklyn,Private room,1
57523,Staten Island,Entire home,4.98
64608,Bronx,Entire home,2.42
91918,Manhattan,Entire home,3.17
96767,Queens,Private room,3.94
98091,Staten Island,Entire home,1.96
27498,Queens,Entire home,7.06
7126,Queens,Private room,2.29
74824,Queens,Entire home,1
76270,Brooklyn,Entire home,1.99
71433,Manhattan,Entire home,6.44
74443,Brooklyn,Private room,3.03
86046,Brooklyn,Private room,4.44
71366,Bronx,Private room,4.45
51135,Queens,Private room,6.05
41081,Brooklyn,Private room,2.65
81603,Queens,Entire home,5.81
71547,Queens,Private room,7.07
47006,Queens,Private room,5.11
93792,Staten Island,Private room,4.54
81252,Queens,Private room,6.09
79161,Queens,Shared room,5.14
68811,Bronx,Entire home,4.77
45567,Queens,Entire home,4.09
84744,Staten Island,Entire home,5.24
99184,Bronx,Entire home,4.77
2140,Queens,Private room,2.61
42482,Staten Island,Private room,1
80658,Staten Island,Entire home,3.3
91050,Brooklyn,Entire home,11.18
84342,Bronx,Entire home,6.87
36675,Queens,Private room,1.98
30396,Staten Island,Entire home,5.54
10791,Bronx,Entire home,9.44
47253,Manhattan,Private room,4.46
95537,Staten Island,Private room,3.85
56978,Bronx,Shared room,3.22
10452,Staten Island,Entire home,4.44
48808,Manhattan,Entire home,4.53
5080,Bronx,Private room,5.11
74833,Bronx,Entire home,6.57
40167,Manhattan,Private room,6.23
46788,Queens,Private room,1.36
10869,Staten Island,Private room,1.6
46996,Bronx,Private room,7.28
50301,Queens,Entire home,2.39
28077,Bronx,Private room,4.05
66019,Queens,Shared room,1.59
40487,Staten Island,Private room,1
38924,Staten Island,Entire home,3.21
28382,Brooklyn,Private room,1
86865,Manhattan,Private room,3.43
48638,Bronx,Entire home,1.06
97102,Brooklyn,Shared room,2.07
91060,Queens,Private room,4.96
71863,Bronx,Entire home,5.3
79476,Manhattan,Private room,7.8
27126,Brooklyn,Entire home,3.19
40400,Queens,Entire home,5.54
38047,Staten Island,Entire home,4.69
93868,Brooklyn,Private room,7.09
10708,Staten Island,Private room,1
1475,Bronx,Private room,2.78
6608,Staten Island,Private room,3.26
48698,Queens,Entire home,3.42
92253,Staten Island,Private room,3.88
94390,Staten Island,Shared room,1
10341,Staten Island,Entire home,5.58
68509,Manhattan,Entire home,3.22
75692,Queens,Private room,6.19
92305,Brooklyn,Private room,3.16
37551,Staten Island,Private room,2.47
88807,Bronx,Private room,1
93472,Queens,Shared room,1.25
96832,Staten Island,Entire home,2.13
59640,Staten Island,Entire home,8.57
42100,Queens,Private room,2.89
17287,Staten Island,Entire home,1
27865,Brooklyn,Private room,3.08
15722,Brooklyn,Private room,1
88095,Brooklyn,Entire home,2.03
84983,Brooklyn,Shared room,2.67
84702,Brooklyn,Entire home,2.86
87072,Queens,Private room,5.12
6088,Bronx,Entire home,6.12
13674,Staten Island,Entire home,4.3
59634,Queens,Private room,3.81
1643,Queens,Entire home,4.4
50221,Staten Island,Private room,3.18
6184,Manhattan,Entire home,5.14
86570,Staten Island,Entire home,3.11
31255,Brooklyn,Entire home,4.45
25893,Staten Island,Entire home,7.23
26158,Bronx,Entire home,6.02
41941,Queens,Private room,4.64
58866,Bronx,Private room,1.56
94768,Manhattan,Shared room,2.15
82105,Manhattan,Private room,1
88488,Brooklyn,Shared room,2.49
69717,Queens,Entire home,2.44
52854,Queens,Private room,8.92
21979,Manhattan,Entire home,7.16
45020,Queens,Entire home,4.16
39314,Brooklyn,Entire home,4.03
23110,Manhattan,Private room,2.68
14119,Staten Island,Entire home,1.37
23326,Staten Island,Entire home,2.88
66405,Manhattan,Entire home,7.23
94702,Bronx,Private room,3.24
4149,Queens,Entire home,1
95824,Bronx,Entire home,2.88
86665,Manhattan,Entire home,3.52
82429,Staten Island,Entire home,3.82
83348,Bronx,Private room,3.69
96599,Queens,Private room,3.85
92994,Bronx,Private room,3.42
47335,Queens,Entire home,5.53
85445,Bronx,Entire home,8.15
48125,Bronx,Entire home,6.02
88360,Staten Island,Entire home,5.61
35222,Queens,Shared room,2.42
34961,Queens,Entire home,6.88
24759,Queens,Entire home,3.18
28321,Staten Island,Private room,2.26
57796,Staten Island,Entire home,4.73
97527,Bronx,Private room,4.68
57462,Manhattan,Private room,3.6
69975,Manhattan,Shared room,4.06
19665,Brooklyn,Private room,4.58
71199,Manhattan,Entire home,6.03
62360,Manhattan,Entire home,2.06
54420,Bronx,Entire home,6.61
58967,Bronx,Private room,4.95
90285,Brooklyn,Private room,1
45024,Queens,Entire home,3.85
53587,Queens,Entire home,7.91
57411,Staten Island,Shared room,1.07
7435,Manhattan,Private room,1
81732,Bronx,Entire home,4.01
27066,Queens,Entire home,1.67
61727,Manhattan,Entire home,3.36
6692,Queens,Private room,3.59
52849,Queens,Private room,1
55788,Manhattan,Private room,2.05
63440,Brooklyn,Shared room,4.29
76451,Staten Island,Entire home,3.05
85687,Brooklyn,Private room,3.79
80141,Queens,Shared room,1
29151,Staten Island,Entire home,2.1
69610,Queens,Entire home,9.73
9164,Staten Island,Entire home,6.73
30102,Queens,Private room,2.57
68370,Staten Island,Entire home,5.54
67842,Bronx,Entire home,6.32
12842,Queens,Entire home,2.34
91949,Bronx,Entire home,3.04
83877,Brooklyn,Entire home,7.1
57615,Brooklyn,Private room,4.52
35833,Brooklyn,Private room,5.29
57932,Queens,Shared room,6.94
56298,Queens,Private room,2.36
35055,Manhattan,Entire home,5.79
57308,Queens,Entire home,6.19
87079,Manhattan,Entire home,6.71
98201,Queens,Private room,1.71
30418,Bronx,Private room,3.69
98497,Staten Island,Entire home,1
84547,Queens,Shared room,3.39
59096,Brooklyn,Shared room,3.89
83402,Staten Island,Entire home,2.38
20353,Manhattan,Private room,1.34
98262,Queens,Entire home,8.56
88633,Staten Island,Private room,2.4
23213,Brooklyn,Entire home,2.78
53724,Queens,Shared room,2.2
24331,Manhattan,Entire home,3.15
83617,Bronx,Private room,4.5
7459,Manhattan,Entire home,5.76
77369,Staten Island,Entire home,1.8
69003,Brooklyn,Entire home,2.22
19578,Queens,Private room,6.84
21811,Queens,Entire home,5.14
17260,Queens,Entire home,4.26
17399,Staten Island,Private room,5.15
7674,Queens,Entire home,5.14
19635,Queens,Private room,4.92
3883,Staten Island,Entire home,6.28
15882,Queens,Entire home,4.94
3571,Manhattan,Private room,3.34
1601,Staten Island,Shared room,2.32
95842,Staten Island,Entire home,3.89
57858,Staten Island,Private room,4.81
27612,Brooklyn,Entire home,4.24
15535,Manhattan,Private room,2.57
49410,Staten Island,Entire home,1.78
14076,Brooklyn,Private room,2.49
7262,Bronx,Private room,4.2
51946,Brooklyn,Private room,1.08
3903,Brooklyn,Entire home,8.0
31370,Bronx,Entire home,2.72
94223,Staten Island,Entire home,3.09
37683,Manhattan,Shared room,2.63
97424,Staten Island,Entire home,5.74
68849,Brooklyn,Private room,4.95
28730,Brooklyn,Entire home,4.7
