listing_id,arrondissement,room_type,stay_nights
4508,10e,Entire home,12.8
93820,9e,Entire home,8.11
41928,15e,Entire home,4.01
51199,1e,Private room,1
45993,8e,Private room,4.1
1995,4e,Entire home,4.05
53038,2e,Entire home,12.46
58685,7e,Private room,7.42
81822,16e,Private room,5.34
11928,12e,Entire home,6.93
64774,17e,Entire home,1
87804,15e,Entire home,3.06
6251,14e,Entire home,13.46
13714,18e,Entire home,1
1458,3e,Private room,9.77
10754,10e,Entire home,6.91
73341,4e,Entire home,5.56
62335,1e,Entire home,1.65
27128,16e,Entire home,6.08
24854,9e,Entire home,4.97
69758,16e,Entire home,4.94
85692,6e,Private room,3.81
9411,4e,Private room,1.54
91015,4e,Private room,1.82
9617,6e,Entire home,1.93
70298,20e,Private room,10.33
47135,6e,Private room,4.88
42001,13e,Private room,3.11
68223,18e,Entire home,5.26
38384,6e,Entire home,6.65
58330,9e,Entire home,3.17
39023,13e,Entire home,10.84
2539,10e,Private room,9.83
62474,2e,Private room,1
36530,6e,Private room,6.04
11761,19e,Private room,1
27256,5e,Entire home,1
71402,8e,Entire home,2.14
7931,11e,Shared room,3.06
17445,7e,Entire home,3.19
31985,9e,Private room,7.35
59203,18e,Shared room,5.2
38443,20e,Private room,3.77
71485,16e,Private room,2.61
45423,3e,Entire home,4.47
56647,9e,Entire home,2.54
94110,3e,Shared room,1
82546,16e,Private room,5.47
43128,7e,Private room,3.05
87689,5e,Entire home,1.77
65847,17e,Entire home,1.18
27784,2e,Entire home,5.36
49399,1e,Entire home,13.42
3113,14e,Private room,5.3
92620,19e,Private room,2.12
93530,3e,Private room,2.29
15050,3e,Entire home,7.41
73118,5e,Entire home,3.06
61804,20e,Private room,3.64
91351,19e,Private room,6.89
92778,13e,Entire home,2.95
58718,9e,Private room,7.16
23761,5e,Entire home,9.34
6903,9e,Entire home,9.5
95788,15e,Private room,7.76
24358,3e,Entire home,10.54
82945,15e,Entire home,1
69525,18e,Entire home,8.55
27686,16e,Private room,4.06
8184,18e,Entire home,8.75
64829,1e,Entire home,3.43
86694,10e,Private room,4.6
37585,16e,Private room,5.01
91291,4e,Entire home,10.96
14953,20e,Entire home,7.39
95757,14e,Private room,3.99
57259,19e,Entire home,8.75
68109,2e,Private room,1.66
86291,8e,Entire home,1.43
3625,17e,Entire home,9.1
63536,3e,Entire home,4.51
22517,3e,Private room,4.34
77854,18e,Entire home,13.29
9321,18e,Entire home,10.52
66643,10e,Private room,3.06
57480,15e,Entire home,3.39
32496,1e,Entire home,7.02
63420,15e,Private room,7.34
9965,15e,Entire home,7.25
3795,3e,Entire home,10.83
69277,16e,Private room,3.2
47235,17e,Entire home,8.59
93921,6e,Entire home,10.72
99717,17e,Private room,1
93216,9e,Entire home,11.87
72740,7e,Private room,3.15
86491,15e,Entire home,10.01
87008,9e,Entire home,11.96
35472,3e,Private room,4.42
42462,15e,Entire home,4.91
94797,9e,Entire home,5.74
59489,1e,Entire home,10.34
3398,10e,Entire home,3.09
30666,13e,Entire home,7.86
93282,20e,Entire home,4.46
14297,10e,Entire home,7.64
7295,20e,Entire home,7.24
24523,5e,Private room,9.02
5937,6e,Entire home,8.5
71626,7e,Shared room,1.29
18153,18e,Private room,2.94
96164,13e,Entire home,11.18
12663,13e,Private room,4.32
12144,14e,Entire home,2.3
5416,16e,Entire home,11.03
95165,13e,Entire home,6.7
12023,10e,Entire home,3.53
10369,10e,Entire home,9.13
79627,7e,Private room,3.25
40748,2e,Entire home,7.67
34711,1e,Entire home,3.9
27052,7e,Entire home,7.89
41843,2e,Private room,3.31
53699,16e,Private room,2.13
79247,8e,Shared room,4.15
61935,15e,Shared room,5.79
67210,11e,Entire home,5.61
98959,2e,Entire home,6.48
50344,13e,Entire home,12.82
99906,3e,Private room,10.12
97675,9e,Entire home,1.68
86650,4e,Entire home,6.38
72845,2e,Private room,5.0
46772,5e,Entire home,6.61
18570,18e,Entire home,12.08
15293,2e,Entire home,8.27
75848,12e,Entire home,7.59
9461,17e,Private room,6.2
98185,16e,Entire home,7.41
15856,15e,Shared room,4.48
91730,15e,Private room,5.62
87843,1e,Private room,4.88
51348,14e,Private room,3.45
90243,4e,Entire home,1.77
97045,4e,Entire home,3.54
17429,13e,Entire home,9.66
42135,11e,Entire home,8.82
49477,15e,Private room,1
92587,18e,Entire home,7.37
70806,11e,Private room,5.48
12008,3e,Entire home,8.3
64636,1e,Entire home,9.67
20606,5e,Private room,1.67
35700,18e,Entire home,6.44
20760,6e,Entire home,2.51
68781,3e,Entire home,9.59
13660,3e,Entire home,5.56
69860,7e,Entire home,10.12
36037,20e,Entire home,5.01
39936,5e,Entire home,7.67
83560,13e,Private room,3.97
60715,14e,Private room,1
67007,8e,Entire home,9.46
68022,15e,Entire home,5.81
54655,2e,Entire home,7.51
28314,1e,Entire home,6.51
82518,18e,Shared room,5.5
75429,11e,Entire home,3.83
12231,7e,Entire home,4.76
95406,9e,Entire home,9.71
24980,4e,Private room,3.61
27481,3e,Entire home,11.92
45168,7e,Entire home,8.82
10519,5e,Private room,11.01
27472,4e,Entire home,8.16
76997,11e,Private room,2.09
31365,3e,Entire home,1
76791,4e,Private room,3.64
64189,19e,Private room,4.47
11382,19e,Entire home,9.81
73517,20e,Entire home,6.5
76790,10e,Entire home,14.25
17655,12e,Private room,7.93
72227,20e,Private room,3.93
82093,8e,Shared room,1
37783,9e,Private room,6.93
94342,3e,Entire home,5.17
16317,4e,Entire home,10.02
51739,10e,Entire home,4.32
97346,8e,Entire home,8.69
23168,18e,Entire home,6.16
7247,8e,Entire home,5.59
83534,12e,Private room,1.91
42418,8e,Private room,6.33
75314,15e,Entire home,8.6
70038,9e,Private room,6.36
31963,3e,Entire home,8.61
10014,14e,Entire home,9.59
28871,13e,Private room,5.97
24721,14e,Private room,7.25
54487,15e,Entire home,3.45
41889,2e,Private room,8.09
49926,5e,Private room,4.87
79607,12e,Shared room,5.61
48916,3e,Private room,2.58
64315,17e,Entire home,9.82
27964,8e,Entire home,2.06
56760,20e,Private room,3.62
79653,19e,Entire home,6.68
16156,12e,Entire home,6.88
95468,3e,Entire home,8.74
61101,17e,Entire home,1.4
64778,16e,Private room,5.18
85783,13e,Shared room,5.85
82011,5e,Entire home,6.2
19987,20e,Private room,5.88
24602,1e,Private room,1
13774,17e,Entire home,4.08
70728,11e,Entire home,8.12
34546,6e,Private room,6.3
76870,20e,Entire home,4.64
65228,20e,Private room,6.03
19145,16e,Entire home,2.96
35093,18e,Entire home,3.89
25523,9e,Private room,2.69
79709,14e,Entire home,8.8
8262,19e,Entire home,11.2
80710,8e,Entire home,8.16
47614,4e,Private room,1
18498,19e,Entire home,8.91
35771,3e,Entire home,11.24
17756,7e,Private room,3.13
57450,20e,Entire home,3.96
47340,11e,Entire home,4.47
17858,11e,Private room,3.55
82020,3e,Entire home,8.8
83398,14e,Entire home,9.07
87887,18e,Entire home,1.96
13291,10e,Entire home,1
17435,3e,Entire home,10.28
24195,2e,Private room,1
13198,2e,Entire home,11.36
98547,16e,Private room,2.0
68921,3e,Entire home,6.99
91173,16e,Private room,5.21
81138,6e,Entire home,8.25
47115,18e,Private room,7.73
77223,2e,Entire home,8.05
84007,20e,Entire home,7.15
25142,3e,Entire home,8.77
97016,18e,Private room,13.23
87810,2e,Private room,8.28
51128,1e,Private room,6.19
48707,7e,Entire home,10.31
70529,12e,Entire home,10.51
64100,7e,Private room,4.78
35650,18e,Entire home,3.13
34499,9e,Private room,4.36
96762,2e,Private room,9.87
79089,9e,Private room,2.89
87783,15e,Private room,1
23084,13e,Private room,6.54
55575,17e,Entire home,9.52
57875,9e,Entire home,6.18
37761,18e,Entire home,5.54
26657,5e,Entire home,9.27
17788,6e,Private room,8.31
30111,2e,Private room,4.57
72271,11e,Private room,4.24
75251,18e,Entire home,11.26
63352,7e,Entire home,8.89
26676,2e,Private room,2.83
20109,2e,Entire home,1
68948,10e,Entire home,5.27
96655,11e,Entire home,9.61
48385,14e,Private room,1.07
63887,10e,Private room,7.34
92059,5e,Private room,6.04
92008,20e,Entire home,4.88
57160,11e,Private room,5.52
2321,19e,Entire home,7.14
20862,7e,Private room,4.07
58234,7e,Entire home,9.36
63582,18e,Entire home,1
29394,6e,Private room,4.05
81338,11e,Entire home,6.2
77044,5e,Entire home,9.29
28048,10e,Private room,1.89
18264,5e,Private room,1.55
57601,9e,Private room,4.72
5843,16e,Entire home,8.02
83989,18e,Entire home,10.89
6186,9e,Entire home,3.51
37806,6e,Entire home,7.71
49884,11e,Private room,4.3
56708,6e,Entire home,5.66
43497,10e,Private room,7.34
20757,6e,Private room,1
17311,17e,Entire home,3.57
93124,14e,Entire home,2.87
22273,18e,Private room,6.35
91071,5e,Private room,2.94
39082,5e,Entire home,10.87
15692,4e,Entire home,10.75
8669,19e,Entire home,7.83
76961,16e,Entire home,7.32
56917,3e,Private room,3.45
78955,14e,Entire home,11.86
8823,1e,Private room,1
9152,7e,Entire home,11.2
67612,4e,Entire home,3.16
51922,20e,Private room,1.19
19888,16e,Private room,6.51
13578,6e,Entire home,6.47
7552,5e,Entire home,3.78
41817,7e,Entire home,11.74
85890,8e,Entire home,5.17
67492,5e,Entire home,8.31
27558,14e,Entire home,3.53
65793,8e,Private room,2.22
81976,14e,Private room,7.59
70032,14e,Shared room,1.36
49362,8e,Private room,5.99
70180,19e,Private room,6.16
55553,16e,Entire home,1.21
10075,16e,Private room,1.5
95036,10e,Entire home,1.51
42544,4e,Entire home,4.5
23644,16e,Entire home,13.73
94372,13e,Private room,7.2
55900,16e,Private room,2.82
72681,17e,Shared room,4.69
22816,7e,Private room,6.4
5560,19e,Private room,9.16
32692,6e,Private room,5.47
6890,12e,Entire home,9.13
34497,19e,Entire home,7.79
34663,5e,Private room,4.38
59224,5e,Private room,3.8
99150,4e,Entire home,5.5
39083,20e,Entire home,5.72
84379,20e,Private room,5.77
5604,3e,Private room,4.06
36776,9e,Entire home,6.45
42118,14e,Private room,5.28
61077,15e,Shared room,2.26
13257,10e,Entire home,2.98
51537,12e,Entire home,8.28
59970,14e,Private room,7.5
27804,2e,Private room,8.3
3155,9e,Private room,5.79
71708,2e,Entire home,3.06
86476,7e,Entire home,3.91
35387,10e,Entire home,9.19
20013,4e,Private room,1
27351,8e,Private room,5.36
74963,1e,Entire home,6.84
98082,17e,Private room,8.55
35326,5e,Private room,7.89
18309,11e,Entire home,3.26
14868,3e,Entire home,5.36
65048,8e,Entire home,3.14
37451,5e,Entire home,5.99
1771,9e,Entire home,12.26
71761,3e,Entire home,6.07
54437,2e,Entire home,6.89
74774,13e,Entire home,14.6
31096,18e,Private room,11.55
23037,7e,Entire home,2.43
61094,15e,Private room,7.96
31161,15e,Entire home,14.36
63131,9e,Private room,7.83
66266,10e,Private room,4.93
79090,14e,Private room,1
29280,7e,Entire home,3.64
20307,5e,Entire home,8.9
53050,1e,Private room,9.53
5603,11e,Shared room,6.76
87659,15e,Entire home,1
58265,17e,Entire home,8.83
1006,1e,Entire home,1
69248,4e,Entire home,6.21
73972,9e,Private room,9.43
73956,7e,Entire home,5.97
13248,3e,Entire home,1
61514,6e,Private room,7.13
63011,15e,Entire home,7.27
77486,18e,Entire home,9.12
82752,12e,Entire home,4.47
95491,17e,Private room,2.36
89240,9e,Entire home,4.15
58287,2e,Entire home,5.43
15255,18e,Entire home,10.25
45766,8e,Private room,4.65
6899,13e,Private room,3.51
37850,15e,Private room,7.61
91754,1e,Entire home,5.31
25513,11e,Entire home,13.28
88912,5e,Entire home,9.57
64168,17e,Private room,6.85
76846,10e,Private room,5.06
74722,11e,Entire home,8.89
28697,15e,Entire home,9.18
85144,6e,Shared room,4.98
88196,1e,Private room,3.49
63920,4e,Shared room,5.01
29890,20e,Entire home,6.27
46222,1e,Entire home,3.34
70564,2e,Entire home,3.6
38461,9e,Private room,3.59
51894,5e,Private room,1
64120,17e,Entire home,8.42
50504,12e,Entire home,4.43
97700,14e,Private room,2.98
83532,18e,Shared room,1
86810,9e,Private room,1
57893,3e,Private room,4.85
72446,15e,Entire home,10.55
73675,7e,Entire home,10.49
56928,4e,Entire home,3.46
79722,13e,Entire home,2.8
29433,12e,Entire home,13.25
92799,3e,Entire home,3.51
28663,8e,Entire home,3.42
47689,12e,Entire home,2.51
72692,7e,Private room,10.88
27897,13e,Entire home,7.69
4683,8e,Entire home,6.61
6660,8e,Entire home,4.88
89072,15e,Entire home,3.22
2964,14e,Entire home,7.02
28521,15e,Shared room,6.9
65063,19e,Private room,6.48
52739,8e,Entire home,5.91
55368,16e,Private room,1
17646,6e,Private room,4.12
25059,7e,Entire home,3.26
75249,2e,Entire home,4.41
2972,18e,Entire home,1
57750,16e,Entire home,4.53
71111,9e,Entire home,12.01
45924,8e,Entire home,5.06
24472,3e,Private room,2.05
94182,3e,Entire home,3.52
6996,7e,Entire home,4.14
38630,6e,Entire home,1.52
81372,4e,Entire home,3.7
3157,17e,Private room,3.94
16456,4e,Private room,2.82
37189,17e,Private room,5.29
79897,1e,Private room,8.12
42662,15e,Private room,3.22
65234,3e,Entire home,2.86
46137,9e,Entire home,8.81
43670,14e,Private room,8.56
70724,13e,Entire home,2.82
9073,12e,Private room,1
15817,8e,Private room,5.21
42204,15e,Entire home,1.67
2413,5e,Private room,3.94
66979,11e,Private room,1.38
86126,9e,Shared room,5.18
26095,8e,Private room,5.88
22661,17e,Private room,3.93
31271,14e,Private room,2.58
84265,9e,Entire home,1
2656,16e,Entire home,7.02
19061,3e,Entire home,8.28
91732,16e,Private room,5.49
98879,10e,Private room,7.81
53397,6e,Entire home,2.73
31865,12e,Private room,1.48
90219,18e,Entire home,4.95
6300,14e,Shared room,7.37
63805,3e,Private room,11.25
16300,8e,Entire home,5.66
51912,8e,Entire home,7.33
20994,9e,Entire home,8.14
49424,12e,Entire home,11.48
29060,16e,Entire home,5.7
16772,11e,Entire home,12.79
47692,1e,Shared room,6.65
25629,19e,Entire home,10.61
31705,9e,Private room,2.35
25194,1e,Entire home,6.17
83541,11e,Private room,4.99
48930,13e,Private room,7.74
72755,19e,Entire home,5.01
55281,10e,Entire home,9.24
92885,20e,Entire home,4.97
63863,6e,Entire home,11.61
92808,8e,Entire home,10.76
95092,16e,Private room,2.2
80649,13e,Entire home,1
66676,15e,Private room,4.42
39420,15e,Entire home,8.45
99530,5e,Entire home,5.06
35986,2e,Entire home,6.93
5728,8e,Private room,9.89
15198,20e,Entire home,2.69
8382,18e,Shared room,3.88
86178,14e,Shared room,3.83
2162,19e,Entire home,8.82
36748,10e,Entire home,7.01
40347,14e,Entire home,6.38
52796,5e,Entire home,3.73
62926,15e,Entire home,2.94
39966,15e,Private room,6.08
68891,4e,Private room,8.91
30931,15e,Private room,2.49
8697,11e,Entire home,10.15
22652,20e,Private room,1
74374,6e,Entire home,5.12
57336,13e,Entire home,12.41
51903,11e,Private room,2.89
68072,7e,Entire home,9.93
64841,10e,Entire home,1.66
7828,17e,Entire home,2.38
81707,18e,Private room,2.93
31468,1e,Entire home,2.74
96556,1e,Private room,1
65255,16e,Private room,6.76
82042,17e,Private room,9.26
44665,11e,Entire home,4.65
11868,17e,Entire home,6.2
11767,4e,Entire home,7.1
55735,18e,Shared room,3.04
18233,17e,Entire home,4.46
7347,13e,Private room,5.87
54203,3e,Entire home,4.46
18749,16e,Entire home,3.53
74682,16e,Entire home,7.45
19881,10e,Private room,3.06
11460,8e,Private room,1.33
30674,14e,Entire home,6.42
17019,19e,Entire home,3.44
15710,17e,Entire home,9.38
98900,2e,Private room,1
84798,3e,Entire home,9.05
40033,12e,Entire home,1
24280,6e,Private room,1
20009,8e,Entire home,4.27
29000,5e,Entire home,10.71
49661,2e,Entire home,8.47
62806,8e,Private room,1.6
40437,13e,Entire home,6.84
24008,2e,Entire home,8.18
92581,13e,Entire home,7.56
26506,3e,Private room,7.93
29655,6e,Private room,13.49
77606,20e,Entire home,8.11
10102,17e,Entire home,10.69
20912,16e,Entire home,11.3
73171,10e,Entire home,3.28
98709,2e,Entire home,6.98
41528,15e,Private room,8.85
89261,8e,Private room,1.01
18449,7e,Shared room,2.39
21320,13e,Entire home,7.57
7292,11e,Private room,4.63
27386,1e,Entire home,2.49
4580,17e,Entire home,8.54
30306,9e,Entire home,4.87
10116,18e,Private room,4.13
7843,15e,Entire home,8.3
38906,7e,Entire home,6.05
4636,7e,Private room,5.38
31879,1e,Private room,8.49
72675,7e,Entire home,9.62
14556,6e,Entire home,8.96
11974,12e,Entire home,12.74
90924,4e,Shared room,2.73
18587,3e,Entire home,4.8
18421,5e,Entire home,8.41
99800,7e,Private room,7.71
83127,1e,Shared room,1.88
21113,5e,Entire home,11.14
55036,14e,Private room,1.98
24969,8e,Entire home,9.41
48275,5e,Shared room,2.83
99351,7e,Entire home,7.04
71389,18e,Entire home,10.47
88692,18e,Private room,1
48990,4e,Entire home,1.37
51138,6e,Entire home,6.75
75432,18e,Shared room,6.57
60430,15e,Entire home,8.76
99825,16e,Entire home,2.75
16629,20e,Entire home,7.46
50561,7e,Shared room,1.15
41771,17e,Shared room,5.46
19720,15e,Entire home,1
51860,9e,Entire home,4.81
41802,14e,Entire home,1.92
80330,13e,Private room,5.25
50631,13e,Entire home,11.18
70552,11e,Entire home,8.41
42404,10e,Private room,9.84
90777,16e,Private room,1.4
96603,1e,Entire home,1.27
69291,19e,Entire home,1.84
90708,17e,Private room,3.36
76681,15e,Private room,3.35
63722,11e,Private room,2.52
87218,9e,Entire home,6.51
81301,18e,Private room,3.46
2840,11e,Entire home,5.4
50332,1e,Entire home,8.91
13965,20e,Entire home,16.61
74081,19e,Entire home,4.37
14462,6e,Entire home,1
64026,13e,Private room,4.21
31735,6e,Entire home,7.02
5821,11e,Shared room,3.54
8056,10e,Entire home,3.44
93146,2e,Private room,2.83
86594,19e,Private room,1
34640,4e,Entire home,10.39
45904,5e,Private room,3.67
34022,4e,Private room,3.23
43620,12e,Private room,4.18
87607,1e,Private room,9.26
87038,18e,Entire home,1.41
26144,7e,Shared room,4.5
55689,16e,Entire home,5.67
8768,6e,Entire home,5.73
23696,4e,Entire home,5.98
74394,10e,Entire home,1
96231,16e,Entire home,2.23
18399,14e,Entire home,4.2
87910,14e,Entire home,3.57
91923,20e,Entire home,4.35
46921,10e,Entire home,1
21214,13e,Private room,8.01
45585,16e,Entire home,12.92
17827,18e,Private room,1
22294,17e,Entire home,9.11
28084,8e,Private room,2.51
7705,16e,Entire home,6.03
11019,11e,Entire home,4.22
65550,2e,Entire home,7.37
63158,12e,Entire home,10.29
46481,9e,Private room,10.46
29294,1e,Private room,4.47
9889,7e,Entire home,8.11
51017,16e,Private room,8.46
57756,20e,Entire home,6.76
43207,6e,Entire home,6.74
47707,19e,Entire home,1
84504,20e,Entire home,2.6
65200,17e,Entire home,7.02
8460,5e,Entire home,11.87
32453,17e,Entire home,9.51
48311,6e,Entire home,4.07
30883,3e,Entire home,5.77
78859,20e,Entire home,8.79
11500,7e,Entire home,4.29
83003,9e,Entire home,5.52
63639,8e,Entire home,10.3
42120,9e,Entire home,4.31
85786,4e,Shared room,6.65
15347,19e,Entire home,5.52
25539,1e,Entire home,3.64
78984,10e,Entire home,5.67
4065,17e,Private room,3.77
94025,19e,Entire home,1
85910,12e,Entire home,7.1
54880,2e,Entire home,9.76
3570,16e,Shared room,7.76
80392,7e,Entire home,4.75
61224,14e,Entire home,10.75
77458,19e,Private room,8.21
99229,18e,Entire home,12.38
89114,11e,Entire home,5.13
86220,3e,Private room,4.33
69953,6e,Private room,4.92
83606,9e,Entire home,7.78
56842,16e,Entire home,5.14
27232,20e,Entire home,5.39
85897,8e,Entire home,17.45
86980,20e,Entire home,7.84
68805,12e,Entire home,7.9
62517,20e,Entire home,9.15
39729,20e,Entire home,2.36
57576,20e,Private room,1
69707,14e,Entire home,3.14
29209,1e,Entire home,5.74
48274,11e,Entire home,4.27
36505,6e,Entire home,6.46
46949,15e,Shared room,3.81
78981,8e,Private room,2.85
38316,6e,Private room,5.93
14077,19e,Private room,7.12
32281,15e,Entire home,7.63
21389,13e,Entire home,4.67
92141,9e,Entire home,2.94
72206,1e,Private room,5.42
98550,18e,Private room,9.33
24259,4e,Entire home,7.59
78555,16e,Private room,9.16
5922,4e,Private room,1
65521,18e,Entire home,4.93
64112,4e,Entire home,3.21
40564,20e,Private room,1.13
55703,14e,Private room,7.04
38588,17e,Private room,1
30023,20e,Private room,7.37
61940,5e,Entire home,8.14
81814,2e,Private room,2.45
45524,2e,Private room,1
55282,11e,Private room,3.53
83622,16e,Entire home,8.98
80528,7e,Shared room,1.06
98031,8e,Entire home,6.18
52701,2e,Entire home,1.47
15396,1e,Private room,5.97
10347,4e,Private room,7.87
6094,20e,Private room,1
3524,16e,Entire home,3.03
43653,3e,Entire home,5.96
38807,1e,Entire home,6.6
5585,19e,Private room,1
14948,13e,Entire home,5.39
23880,12e,Entire home,6.41
4064,13e,Private room,4.11
21991,4e,Entire home,7.66
9666,5e,Entire home,11.2
24813,20e,Entire home,6.39
84392,14e,Private room,7.09
29123,19e,Private room,4.99
15487,15e,Private room,1
33378,8e,Private room,2.47
44646,2e,Private room,4.73
57988,13e,Entire home,10.93
54723,6e,Entire home,14.79
28467,7e,Entire home,7.68
31827,16e,Entire home,6.09
77762,19e,Entire home,6.14
92645,3e,Private room,5.52
97192,16e,Entire home,8.76
7437,14e,Entire home,4.09
85255,14e,Private room,6.93
81970,10e,Entire home,7.9
89147,20e,Entire home,1.66
53934,14e,Entire home,1
52844,11e,Private room,9.39
96107,20e,Entire home,3.68
43710,19e,Entire home,8.0
2014,7e,Private room,2.05
21293,1e,Entire home,4.95
16714,4e,Entire home,1
86526,2e,Entire home,5.1
25670,14e,Entire home,8.81
2624,6e,Private room,10.9
13381,15e,Entire home,6.57
16379,3e,Entire home,6.27
38338,18e,Entire home,5.44
56234,3e,Shared room,7.91
79549,10e,Entire home,3.98
80551,15e,Private room,3.19
29771,15e,Entire home,5.52
83881,11e,Entire home,4.37
18697,5e,Entire home,5.19
98848,13e,Private room,4.24
38329,12e,Private room,1
42931,19e,Entire home,3.16
95334,2e,Entire home,1.98
92771,5e,Private room,10.05
51383,2e,Entire home,8.42
57676,9e,Shared room,4.1
1280,13e,Entire home,6.48
8950,7e,Private room,5.87
56473,10e,Entire home,3.53
70890,19e,Entire home,2.62
78875,18e,Private room,5.2
47158,20e,Entire home,5.55
59167,3e,Entire home,10.48
5763,4e,Entire home,4.66
24483,4e,Entire home,6.91
64120,11e,Entire home,7.8
35066,17e,Entire home,6.61
60391,19e,Private room,7.03
82941,19e,Private room,1
28789,9e,Private room,2.98
95594,4e,Entire home,4.39
92827,9e,Entire home,1.87
82215,12e,Private room,7.38
45643,13e,Entire home,5.61
26542,13e,Entire home,12.18
77654,14e,Entire home,1.05
65097,20e,Entire home,8.01
90474,3e,Entire home,16.92
49227,6e,Entire home,4.91
21045,10e,Shared room,5.61
57228,19e,Entire home,11.42
51116,15e,Private room,8.04
16480,5e,Entire home,8.75
73433,13e,Entire home,1
55388,16e,Entire home,9.36
7841,7e,Private room,2.68
15536,16e,Shared room,1.78
61718,13e,Entire home,11.43
91189,2e,Private room,4.0
13142,14e,Entire home,11.12
63383,5e,Private room,6.85
11800,7e,Private room,6.2
57057,3e,Entire home,4.6
11878,5e,Entire home,2.36
21379,10e,Entire home,7.09
90945,2e,Entire home,6.22
78400,4e,Private room,10.49
71678,1e,Entire home,6.15
53742,5e,Entire home,3.35
23135,20e,Private room,7.98
58287,14e,Entire home,6.18
80057,4e,Entire home,4.42
27569,9e,Entire home,1
5063,12e,Entire home,11.55
85279,12e,Private room,1.93
86063,8e,Entire home,3.8
20443,10e,Entire home,6.14
30511,19e,Entire home,1
84599,2e,Entire home,1
20311,7e,Entire home,10.96
3015,12e,Entire home,7.74
66513,16e,Entire home,8.8
67331,2e,Entire home,3.0
65762,16e,Entire home,5.51
17732,20e,Entire home,8.74
7748,3e,Entire home,6.71
77101,5e,Entire home,5.55
96616,17e,Entire home,7.31
31560,6e,Private room,8.76
32747,4e,Entire home,4.44
82528,18e,Private room,3.11
94184,12e,Private room,11.82
74287,13e,Private room,3.31
2748,8e,Private room,3.75
39764,7e,Entire home,4.75
42616,6e,Entire home,7.09
38321,16e,Entire home,5.07
2494,16e,Private room,7.33
35691,14e,Entire home,14.46
13041,6e,Entire home,8.33
83872,1e,Shared room,1
94636,1e,Entire home,1.87
86250,1e,Entire home,2.11
79426,13e,Entire home,13.92
81876,2e,Shared room,4.67
74874,10e,Entire home,12.68
31314,2e,Private room,6.92
91512,19e,Shared room,4.42
54330,5e,Private room,5.94
26481,1e,Entire home,9.0
84261,2e,Private room,8.33
67840,6e,Private room,2.9
70326,5e,Private room,6.4
95974,16e,Entire home,7.97
45450,14e,Entire home,7.0
29096,9e,Entire home,1.94
83043,6e,Entire home,1.59
23098,2e,Private room,6.14
5313,1e,Private room,1
18953,1e,Entire home,7.81
77851,13e,Private room,3.8
7666,10e,Entire home,3.38
66483,13e,Entire home,3.79
84693,15e,Private room,7.23
35308,3e,Entire home,7.29
55747,11e,Private room,1
15619,16e,Entire home,1
1485,1e,Private room,1
12460,20e,Entire home,10.18
65237,2e,Private room,6.52
18023,5e,Entire home,1.93
54013,6e,Private room,6.1
65646,18e,Entire home,13.27
12458,15e,Entire home,5.67
45813,10e,Private room,5.09
86847,5e,Entire home,6.85
62395,19e,Entire home,4.43
52417,10e,Private room,7.86
11742,7e,Private room,2.31
2864,6e,Private room,5.62
41632,18e,Private room,10.45
28395,8e,Entire home,6.81
44645,10e,Private room,8.88
51463,4e,Entire home,8.62
64237,6e,Entire home,8.47
98116,12e,Entire home,12.78
37161,20e,Entire home,5.18
10656,19e,Entire home,7.19
69253,6e,Private room,6.0
46201,4e,Private room,2.78
65325,5e,Entire home,3.53
58526,1e,Entire home,7.64
10844,7e,Entire home,8.93
83300,8e,Private room,1
75541,8e,Entire home,4.11
96660,12e,Shared room,5.78
48954,3e,Private room,7.85
6606,17e,Entire home,4.1
39536,15e,Private room,3.58
85146,16e,Private room,2.92
93435,10e,Entire home,7.98
94092,9e,Private room,1
93580,20e,Private room,6.48
5555,11e,Entire home,10.98
99597,5e,Private room,2.04
90208,17e,Entire home,12.29
65479,14e,Entire home,3.8
9568,15e,Shared room,1
76301,8e,Private room,5.18
58888,1e,Private room,1.27
29055,16e,Entire home,6.83
15997,10e,Private room,6.53
1050,6e,Entire home,5.64
79566,15e,Entire home,7.02
2918,12e,Entire home,2.55
85622,12e,Entire home,8.57
98316,6e,Private room,3.99
99031,7e,Private room,2.72
67607,13e,Entire home,8.45
71730,17e,Shared room,6.82
89567,3e,Entire home,6.74
91780,9e,Entire home,2.99
79591,9e,Private room,7.91
9771,14e,Private room,6.15
16176,16e,Private room,4.24
42982,16e,Entire home,13.51
12063,11e,Private room,6.65
23763,9e,Private room,7.8
98007,17e,Entire home,4.96
86201,4e,Private room,6.08
55733,14e,Entire home,5.11
60810,17e,Entire home,9.72
20676,5e,Private room,1
20734,15e,Private room,8.58
58776,17e,Entire home,7.81
43269,11e,Entire home,1.95
82502,10e,Entire home,1
8831,10e,Entire home,10.07
38149,5e,Entire home,8.98
22507,15e,Entire home,5.29
23781,18e,Entire home,1
7495,20e,Private room,10.75
6899,16e,Private room,5.62
88659,7e,Entire home,1.77
29913,5e,Private room,8.16
40170,4e,Private room,1
31437,19e,Entire home,1
71881,15e,Private room,8.99
53789,7e,Entire home,10.28
1103,1e,Entire home,1
40680,13e,Entire home,3.67
29874,3e,Private room,3.94
26093,20e,Entire home,9.89
76942,2e,Private room,5.96
52005,18e,Private room,3.88
68155,7e,Entire home,10.18
44836,9e,Private room,1
51640,7e,Entire home,5.38
74574,4e,Entire home,3.51
29942,13e,Entire home,8.16
60816,4e,Private room,7.9
